id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
279,Women,Footwear,Footwear,Sandals,White,Fall,2020,Casual,Women Sandals in White
280,Women,Apparel,Topwear,Blouse,Sky Blue,Summer,2020,Party,Women Blouse in Sky Blue
281,Women,Apparel,Bottomwear,Skirt,Grey,Summer,2020,Party,Women Skirt in Grey
282,Women,Footwear,Footwear,Running Shoes,Brown,Summer,2020,Travel,Women Running Shoes in Brown
283,Men,Apparel,Topwear,Formal Shirt,Black,Summer,2018,Formal,Men Formal Shirt in Black
284,Men,Apparel,Bottomwear,Trousers,White,Summer,2018,Formal,Men Trousers in White
285,Men,Footwear,Footwear,Flip Flops,White,Summer,2018,Casual,Men Flip Flops in White
286,Women,Apparel,Topwear,Denim Jacket,Olive,Summer,2021,Travel,Women Denim Jacket in Olive
287,Women,Apparel,Bottomwear,Formal Pants,Black,Summer,2021,Formal,Women Formal Pants in Black
288,Women,Footwear,Footwear,Formal Shoes,Navy Blue,Summer,2021,Formal,Women Formal Shoes in Navy Blue
289,Men,Apparel,Topwear,Crop Top,Navy Blue,Winter,2017,Party,Men Crop Top in Navy Blue
290,Men,Apparel,Bottomwear,Palazzo Pants,Grey,Winter,2017,Ethnic,Men Palazzo Pants in Grey
291,Men,Footwear,Footwear,Sandals,Grey,Winter,2017,Casual,Men Sandals in Grey
292,Women,Apparel,Topwear,Blouse,Black,Spring,2025,Party,Women Blouse in Black
293,Women,Apparel,Bottomwear,Trousers,White,Spring,2025,Formal,Women Trousers in White
294,Women,Footwear,Footwear,Kolhapuri Sandals,Grey,Spring,2025,Ethnic,Women Kolhapuri Sandals in Grey
295,Women,Apparel,Topwear,Kurta,Maroon,Monsoon,2017,Ethnic,Women Kurta in Maroon
296,Women,Apparel,Bottomwear,Skirt,Blue,Monsoon,2017,Party,Women Skirt in Blue
297,Women,Footwear,Footwear,Flip Flops,Grey,Monsoon,2017,Casual,Women Flip Flops in Grey
298,Women,Apparel,Topwear,Hoodie,Beige,Summer,2024,Travel,Women Hoodie in Beige
299,Women,Apparel,Bottomwear,Cargo Pants,Grey,Summer,2024,Travel,Women Cargo Pants in Grey
300,Women,Footwear,Footwear,Running Shoes,Navy Blue,Summer,2024,Travel,Women Running Shoes in Navy Blue
301,Women,Apparel,Topwear,Shirt,Sky Blue,Winter,2020,Formal,Women Shirt in Sky Blue
302,Women,Apparel,Bottomwear,Shorts,Beige,Winter,2020,Casual,Women Shorts in Beige
303,Women,Footwear,Footwear,Formal Shoes,Brown,Winter,2020,Formal,Women Formal Shoes in Brown
304,Women,Apparel,Topwear,Blouse,Black,Winter,2016,Party,Women Blouse in Black
305,Women,Apparel,Bottomwear,Skirt,Olive,Winter,2016,Party,Women Skirt in Olive
306,Women,Footwear,Footwear,Heels,Navy Blue,Winter,2016,Party,Women Heels in Navy Blue
307,Women,Apparel,Topwear,Hoodie,Beige,Summer,2017,Travel,Women Hoodie in Beige
308,Women,Apparel,Bottomwear,Trousers,White,Summer,2017,Formal,Women Trousers in White
309,Women,Footwear,Footwear,Running Shoes,Navy Blue,Summer,2017,Travel,Women Running Shoes in Navy Blue
310,Men,Apparel,Topwear,Denim Jacket,Sky Blue,Fall,2021,Travel,Men Denim Jacket in Sky Blue
311,Men,Apparel,Bottomwear,Skirt,Olive,Fall,2021,Party,Men Skirt in Olive
312,Men,Footwear,Footwear,Sneakers,Brown,Fall,2021,Casual,Men Sneakers in Brown
313,Women,Apparel,Topwear,Blouse,Navy Blue,Spring,2015,Party,Women Blouse in Navy Blue
314,Women,Apparel,Bottomwear,Formal Pants,Blue,Spring,2015,Formal,Women Formal Pants in Blue
315,Women,Footwear,Footwear,Flip Flops,Black,Spring,2015,Casual,Women Flip Flops in Black
316,Men,Apparel,Topwear,Denim Jacket,Black,Monsoon,2018,Travel,Men Denim Jacket in Black
317,Men,Apparel,Bottomwear,Palazzo Pants,Grey,Monsoon,2018,Ethnic,Men Palazzo Pants in Grey
318,Men,Footwear,Footwear,Heels,Navy Blue,Monsoon,2018,Party,Men Heels in Navy Blue
319,Women,Apparel,Topwear,Kurta,Maroon,Spring,2017,Ethnic,Women Kurta in Maroon
320,Women,Apparel,Bottomwear,Trousers,White,Spring,2017,Formal,Women Trousers in White
321,Women,Footwear,Footwear,Flip Flops,Navy Blue,Spring,2017,Casual,Women Flip Flops in Navy Blue
322,Men,Apparel,Topwear,Sweater,Maroon,Monsoon,2022,Travel,Men Sweater in Maroon
323,Men,Apparel,Bottomwear,Cargo Pants,Grey,Monsoon,2022,Travel,Men Cargo Pants in Grey
324,Men,Footwear,Footwear,Sandals,Navy Blue,Monsoon,2022,Casual,Men Sandals in Navy Blue
325,Men,Apparel,Topwear,Blouse,White,Fall,2019,Party,Men Blouse in White
326,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2019,Casual,Men Jeans in Blue
327,Men,Footwear,Footwear,Sandals,White,Fall,2019,Casual,Men Sandals in White
328,Men,Apparel,Topwear,Shirt,White,Spring,2022,Formal,Men Shirt in White
329,Men,Apparel,Bottomwear,Skirt,White,Spring,2022,Party,Men Skirt in White
330,Men,Footwear,Footwear,Heels,Navy Blue,Spring,2022,Party,Men Heels in Navy Blue
331,Men,Apparel,Topwear,Shirt,Black,Summer,2022,Formal,Men Shirt in Black
332,Men,Apparel,Bottomwear,Woolen Trousers,White,Summer,2022,Travel,Men Woolen Trousers in White
333,Men,Footwear,Footwear,Formal Shoes,Brown,Summer,2022,Formal,Men Formal Shoes in Brown
334,Women,Apparel,Topwear,Crop Top,Beige,Fall,2017,Party,Women Crop Top in Beige
335,Women,Apparel,Bottomwear,Woolen Trousers,Olive,Fall,2017,Travel,Women Woolen Trousers in Olive
336,Women,Footwear,Footwear,Sneakers,Navy Blue,Fall,2017,Casual,Women Sneakers in Navy Blue
337,Women,Apparel,Topwear,T-shirt,Black,Summer,2016,Casual,Women T-shirt in Black
338,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2016,Casual,Women Jeans in Blue
339,Women,Footwear,Footwear,Flip Flops,Black,Summer,2016,Casual,Women Flip Flops in Black
340,Men,Apparel,Topwear,Sweater,Sky Blue,Spring,2016,Travel,Men Sweater in Sky Blue
341,Men,Apparel,Bottomwear,Skirt,Beige,Spring,2016,Party,Men Skirt in Beige
342,Men,Footwear,Footwear,Sneakers,Black,Spring,2016,Casual,Men Sneakers in Black
343,Women,Apparel,Topwear,Sweater,Black,Monsoon,2019,Travel,Women Sweater in Black
344,Women,Apparel,Bottomwear,Shorts,White,Monsoon,2019,Casual,Women Shorts in White
345,Women,Footwear,Footwear,Heels,Brown,Monsoon,2019,Party,Women Heels in Brown
346,Women,Apparel,Topwear,Sweater,Beige,Spring,2017,Travel,Women Sweater in Beige
347,Women,Apparel,Bottomwear,Trousers,White,Spring,2017,Formal,Women Trousers in White
348,Women,Footwear,Footwear,Sneakers,Brown,Spring,2017,Casual,Women Sneakers in Brown
349,Men,Apparel,Topwear,Blouse,Beige,Summer,2019,Party,Men Blouse in Beige
350,Men,Apparel,Bottomwear,Joggers,Blue,Summer,2019,Travel,Men Joggers in Blue
351,Men,Footwear,Footwear,Heels,Navy Blue,Summer,2019,Party,Men Heels in Navy Blue
352,Men,Apparel,Topwear,Crop Top,Olive,Spring,2022,Party,Men Crop Top in Olive
353,Men,Apparel,Bottomwear,Trousers,Grey,Spring,2022,Formal,Men Trousers in Grey
354,Men,Footwear,Footwear,Kolhapuri Sandals,Navy Blue,Spring,2022,Ethnic,Men Kolhapuri Sandals in Navy Blue
355,Men,Apparel,Topwear,Kurta,Pastel Pink,Winter,2021,Ethnic,Men Kurta in Pastel Pink
356,Men,Apparel,Bottomwear,Woolen Trousers,White,Winter,2021,Travel,Men Woolen Trousers in White
357,Men,Footwear,Footwear,Formal Shoes,Grey,Winter,2021,Formal,Men Formal Shoes in Grey
358,Men,Apparel,Topwear,Kurta,Beige,Spring,2018,Ethnic,Men Kurta in Beige
359,Men,Apparel,Bottomwear,Joggers,Beige,Spring,2018,Travel,Men Joggers in Beige
360,Men,Footwear,Footwear,Sneakers,Black,Spring,2018,Casual,Men Sneakers in Black
361,Men,Apparel,Topwear,Kurta,Sky Blue,Fall,2015,Ethnic,Men Kurta in Sky Blue
362,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2015,Casual,Men Shorts in Grey
363,Men,Footwear,Footwear,Sneakers,Black,Fall,2015,Casual,Men Sneakers in Black
364,Women,Apparel,Topwear,Crop Top,Maroon,Monsoon,2020,Party,Women Crop Top in Maroon
365,Women,Apparel,Bottomwear,Trousers,White,Monsoon,2020,Formal,Women Trousers in White
366,Women,Footwear,Footwear,Sneakers,Brown,Monsoon,2020,Casual,Women Sneakers in Brown
367,Women,Apparel,Topwear,Denim Jacket,Maroon,Summer,2020,Travel,Women Denim Jacket in Maroon
368,Women,Apparel,Bottomwear,Trousers,Blue,Summer,2020,Formal,Women Trousers in Blue
369,Women,Footwear,Footwear,Heels,Brown,Summer,2020,Party,Women Heels in Brown
370,Men,Apparel,Topwear,Kurta,Sky Blue,Fall,2023,Ethnic,Men Kurta in Sky Blue
371,Men,Apparel,Bottomwear,Shorts,Olive,Fall,2023,Casual,Men Shorts in Olive
372,Men,Footwear,Footwear,Boots,Brown,Fall,2023,Travel,Men Boots in Brown
373,Men,Apparel,Topwear,Formal Shirt,Black,Spring,2018,Formal,Men Formal Shirt in Black
374,Men,Apparel,Bottomwear,Trousers,Blue,Spring,2018,Formal,Men Trousers in Blue
375,Men,Footwear,Footwear,Heels,White,Spring,2018,Party,Men Heels in White
376,Women,Apparel,Topwear,T-shirt,Sky Blue,Summer,2015,Casual,Women T-shirt in Sky Blue
377,Women,Apparel,Bottomwear,Joggers,Blue,Summer,2015,Travel,Women Joggers in Blue
378,Women,Footwear,Footwear,Sneakers,Brown,Summer,2015,Casual,Women Sneakers in Brown
379,Women,Apparel,Topwear,Crop Top,Olive,Spring,2022,Party,Women Crop Top in Olive
380,Women,Apparel,Bottomwear,Shorts,Olive,Spring,2022,Casual,Women Shorts in Olive
381,Women,Footwear,Footwear,Sandals,White,Spring,2022,Casual,Women Sandals in White
382,Men,Apparel,Topwear,Kurta,Maroon,Fall,2017,Ethnic,Men Kurta in Maroon
383,Men,Apparel,Bottomwear,Palazzo Pants,White,Fall,2017,Ethnic,Men Palazzo Pants in White
384,Men,Footwear,Footwear,Kolhapuri Sandals,Brown,Fall,2017,Ethnic,Men Kolhapuri Sandals in Brown
385,Men,Apparel,Topwear,Shirt,Sky Blue,Winter,2017,Formal,Men Shirt in Sky Blue
386,Men,Apparel,Bottomwear,Formal Pants,Beige,Winter,2017,Formal,Men Formal Pants in Beige
387,Men,Footwear,Footwear,Sandals,White,Winter,2017,Casual,Men Sandals in White
388,Men,Apparel,Topwear,Shirt,Navy Blue,Winter,2018,Formal,Men Shirt in Navy Blue
389,Men,Apparel,Bottomwear,Shorts,White,Winter,2018,Casual,Men Shorts in White
390,Men,Footwear,Footwear,Sneakers,Black,Winter,2018,Casual,Men Sneakers in Black
391,Men,Apparel,Topwear,Kurta,Sky Blue,Summer,2022,Ethnic,Men Kurta in Sky Blue
392,Men,Apparel,Bottomwear,Formal Pants,Black,Summer,2022,Formal,Men Formal Pants in Black
393,Men,Footwear,Footwear,Flip Flops,Brown,Summer,2022,Casual,Men Flip Flops in Brown
394,Women,Apparel,Topwear,Kurta,Black,Monsoon,2017,Ethnic,Women Kurta in Black
395,Women,Apparel,Bottomwear,Skirt,Beige,Monsoon,2017,Party,Women Skirt in Beige
396,Women,Footwear,Footwear,Sneakers,White,Monsoon,2017,Casual,Women Sneakers in White
397,Women,Apparel,Topwear,Shirt,Beige,Monsoon,2024,Formal,Women Shirt in Beige
398,Women,Apparel,Bottomwear,Cargo Pants,Black,Monsoon,2024,Travel,Women Cargo Pants in Black
399,Women,Footwear,Footwear,Running Shoes,Black,Monsoon,2024,Travel,Women Running Shoes in Black
400,Women,Apparel,Topwear,T-shirt,Black,Fall,2019,Casual,Women T-shirt in Black
401,Women,Apparel,Bottomwear,Skirt,Black,Fall,2019,Party,Women Skirt in Black
402,Women,Footwear,Footwear,Boots,Grey,Fall,2019,Travel,Women Boots in Grey
403,Women,Apparel,Topwear,Crop Top,Navy Blue,Spring,2021,Party,Women Crop Top in Navy Blue
404,Women,Apparel,Bottomwear,Skirt,Beige,Spring,2021,Party,Women Skirt in Beige
405,Women,Footwear,Footwear,Flip Flops,Grey,Spring,2021,Casual,Women Flip Flops in Grey
406,Men,Apparel,Topwear,Crop Top,Beige,Winter,2024,Party,Men Crop Top in Beige
407,Men,Apparel,Bottomwear,Skirt,Olive,Winter,2024,Party,Men Skirt in Olive
408,Men,Footwear,Footwear,Heels,Navy Blue,Winter,2024,Party,Men Heels in Navy Blue
409,Women,Apparel,Topwear,Formal Shirt,Olive,Monsoon,2016,Formal,Women Formal Shirt in Olive
410,Women,Apparel,Bottomwear,Palazzo Pants,Black,Monsoon,2016,Ethnic,Women Palazzo Pants in Black
411,Women,Footwear,Footwear,Sandals,White,Monsoon,2016,Casual,Women Sandals in White
412,Men,Apparel,Topwear,T-shirt,Beige,Spring,2017,Casual,Men T-shirt in Beige
413,Men,Apparel,Bottomwear,Formal Pants,Blue,Spring,2017,Formal,Men Formal Pants in Blue
414,Men,Footwear,Footwear,Sandals,Brown,Spring,2017,Casual,Men Sandals in Brown
415,Women,Apparel,Topwear,Blouse,Maroon,Monsoon,2016,Party,Women Blouse in Maroon
416,Women,Apparel,Bottomwear,Woolen Trousers,Black,Monsoon,2016,Travel,Women Woolen Trousers in Black
417,Women,Footwear,Footwear,Heels,Brown,Monsoon,2016,Party,Women Heels in Brown
418,Men,Apparel,Topwear,Kurta,Black,Summer,2020,Ethnic,Men Kurta in Black
419,Men,Apparel,Bottomwear,Skirt,Grey,Summer,2020,Party,Men Skirt in Grey
420,Men,Footwear,Footwear,Heels,Navy Blue,Summer,2020,Party,Men Heels in Navy Blue
421,Women,Apparel,Topwear,Kurta,Maroon,Spring,2018,Ethnic,Women Kurta in Maroon
422,Women,Apparel,Bottomwear,Palazzo Pants,Beige,Spring,2018,Ethnic,Women Palazzo Pants in Beige
423,Women,Footwear,Footwear,Running Shoes,Brown,Spring,2018,Travel,Women Running Shoes in Brown
424,Women,Apparel,Topwear,Hoodie,Pastel Pink,Spring,2025,Travel,Women Hoodie in Pastel Pink
425,Women,Apparel,Bottomwear,Trousers,White,Spring,2025,Formal,Women Trousers in White
426,Women,Footwear,Footwear,Kolhapuri Sandals,White,Spring,2025,Ethnic,Women Kolhapuri Sandals in White
427,Women,Apparel,Topwear,T-shirt,Maroon,Fall,2023,Casual,Women T-shirt in Maroon
428,Women,Apparel,Bottomwear,Joggers,Black,Fall,2023,Travel,Women Joggers in Black
429,Women,Footwear,Footwear,Sandals,Brown,Fall,2023,Casual,Women Sandals in Brown
430,Men,Apparel,Topwear,Kurta,Black,Fall,2015,Ethnic,Men Kurta in Black
431,Men,Apparel,Bottomwear,Palazzo Pants,White,Fall,2015,Ethnic,Men Palazzo Pants in White
432,Men,Footwear,Footwear,Running Shoes,Navy Blue,Fall,2015,Travel,Men Running Shoes in Navy Blue
433,Women,Apparel,Topwear,T-shirt,Olive,Winter,2021,Casual,Women T-shirt in Olive
434,Women,Apparel,Bottomwear,Skirt,White,Winter,2021,Party,Women Skirt in White
435,Women,Footwear,Footwear,Kolhapuri Sandals,Brown,Winter,2021,Ethnic,Women Kolhapuri Sandals in Brown
436,Men,Apparel,Topwear,Formal Shirt,Pastel Pink,Winter,2019,Formal,Men Formal Shirt in Pastel Pink
437,Men,Apparel,Bottomwear,Shorts,White,Winter,2019,Casual,Men Shorts in White
438,Men,Footwear,Footwear,Flip Flops,Brown,Winter,2019,Casual,Men Flip Flops in Brown
439,Women,Apparel,Topwear,Shirt,Maroon,Fall,2019,Formal,Women Shirt in Maroon
440,Women,Apparel,Bottomwear,Cargo Pants,Beige,Fall,2019,Travel,Women Cargo Pants in Beige
441,Women,Footwear,Footwear,Kolhapuri Sandals,Grey,Fall,2019,Ethnic,Women Kolhapuri Sandals in Grey
442,Women,Apparel,Topwear,Formal Shirt,Pastel Pink,Summer,2024,Formal,Women Formal Shirt in Pastel Pink
443,Women,Apparel,Bottomwear,Trousers,Olive,Summer,2024,Formal,Women Trousers in Olive
444,Women,Footwear,Footwear,Flip Flops,Navy Blue,Summer,2024,Casual,Women Flip Flops in Navy Blue
445,Men,Apparel,Topwear,T-shirt,Sky Blue,Spring,2020,Casual,Men T-shirt in Sky Blue
446,Men,Apparel,Bottomwear,Joggers,White,Spring,2020,Travel,Men Joggers in White
447,Men,Footwear,Footwear,Sneakers,Grey,Spring,2020,Casual,Men Sneakers in Grey
448,Women,Apparel,Topwear,Hoodie,Beige,Summer,2022,Travel,Women Hoodie in Beige
449,Women,Apparel,Bottomwear,Palazzo Pants,Beige,Summer,2022,Ethnic,Women Palazzo Pants in Beige
450,Women,Footwear,Footwear,Formal Shoes,Black,Summer,2022,Formal,Women Formal Shoes in Black
451,Women,Apparel,Topwear,T-shirt,White,Spring,2019,Casual,Women T-shirt in White
452,Women,Apparel,Bottomwear,Joggers,Blue,Spring,2019,Travel,Women Joggers in Blue
453,Women,Footwear,Footwear,Formal Shoes,Black,Spring,2019,Formal,Women Formal Shoes in Black
454,Men,Apparel,Topwear,Denim Jacket,Sky Blue,Winter,2019,Travel,Men Denim Jacket in Sky Blue
455,Men,Apparel,Bottomwear,Joggers,Black,Winter,2019,Travel,Men Joggers in Black
456,Men,Footwear,Footwear,Formal Shoes,Grey,Winter,2019,Formal,Men Formal Shoes in Grey
457,Men,Apparel,Topwear,Crop Top,Navy Blue,Summer,2017,Party,Men Crop Top in Navy Blue
458,Men,Apparel,Bottomwear,Palazzo Pants,White,Summer,2017,Ethnic,Men Palazzo Pants in White
459,Men,Footwear,Footwear,Formal Shoes,Navy Blue,Summer,2017,Formal,Men Formal Shoes in Navy Blue
460,Women,Apparel,Topwear,Formal Shirt,Olive,Winter,2019,Formal,Women Formal Shirt in Olive
461,Women,Apparel,Bottomwear,Joggers,Blue,Winter,2019,Travel,Women Joggers in Blue
462,Women,Footwear,Footwear,Formal Shoes,Black,Winter,2019,Formal,Women Formal Shoes in Black
463,Women,Apparel,Topwear,Shirt,Black,Summer,2019,Formal,Women Shirt in Black
464,Women,Apparel,Bottomwear,Joggers,Grey,Summer,2019,Travel,Women Joggers in Grey
465,Women,Footwear,Footwear,Running Shoes,Navy Blue,Summer,2019,Travel,Women Running Shoes in Navy Blue
466,Men,Apparel,Topwear,Kurta,Beige,Spring,2022,Ethnic,Men Kurta in Beige
467,Men,Apparel,Bottomwear,Joggers,Black,Spring,2022,Travel,Men Joggers in Black
468,Men,Footwear,Footwear,Boots,Grey,Spring,2022,Travel,Men Boots in Grey
469,Men,Apparel,Topwear,Shirt,Navy Blue,Winter,2025,Formal,Men Shirt in Navy Blue
470,Men,Apparel,Bottomwear,Cargo Pants,Blue,Winter,2025,Travel,Men Cargo Pants in Blue
471,Men,Footwear,Footwear,Heels,Navy Blue,Winter,2025,Party,Men Heels in Navy Blue
472,Men,Apparel,Topwear,Kurta,Pastel Pink,Monsoon,2023,Ethnic,Men Kurta in Pastel Pink
473,Men,Apparel,Bottomwear,Joggers,Grey,Monsoon,2023,Travel,Men Joggers in Grey
474,Men,Footwear,Footwear,Boots,Grey,Monsoon,2023,Travel,Men Boots in Grey
475,Men,Apparel,Topwear,Sweater,Navy Blue,Monsoon,2020,Travel,Men Sweater in Navy Blue
476,Men,Apparel,Bottomwear,Skirt,Grey,Monsoon,2020,Party,Men Skirt in Grey
477,Men,Footwear,Footwear,Boots,Brown,Monsoon,2020,Travel,Men Boots in Brown
478,Men,Apparel,Topwear,Formal Shirt,Sky Blue,Winter,2024,Formal,Men Formal Shirt in Sky Blue
479,Men,Apparel,Bottomwear,Woolen Trousers,White,Winter,2024,Travel,Men Woolen Trousers in White
480,Men,Footwear,Footwear,Sneakers,White,Winter,2024,Casual,Men Sneakers in White
481,Women,Apparel,Topwear,Crop Top,White,Monsoon,2021,Party,Women Crop Top in White
482,Women,Apparel,Bottomwear,Skirt,Black,Monsoon,2021,Party,Women Skirt in Black
483,Women,Footwear,Footwear,Sandals,Black,Monsoon,2021,Casual,Women Sandals in Black
484,Women,Apparel,Topwear,Kurta,Navy Blue,Spring,2015,Ethnic,Women Kurta in Navy Blue
485,Women,Apparel,Bottomwear,Cargo Pants,Grey,Spring,2015,Travel,Women Cargo Pants in Grey
486,Women,Footwear,Footwear,Running Shoes,Grey,Spring,2015,Travel,Women Running Shoes in Grey
487,Women,Apparel,Topwear,Blouse,Beige,Spring,2019,Party,Women Blouse in Beige
488,Women,Apparel,Bottomwear,Skirt,White,Spring,2019,Party,Women Skirt in White
489,Women,Footwear,Footwear,Boots,White,Spring,2019,Travel,Women Boots in White
490,Men,Apparel,Topwear,Crop Top,Maroon,Spring,2022,Party,Men Crop Top in Maroon
491,Men,Apparel,Bottomwear,Formal Pants,Beige,Spring,2022,Formal,Men Formal Pants in Beige
492,Men,Footwear,Footwear,Kolhapuri Sandals,White,Spring,2022,Ethnic,Men Kolhapuri Sandals in White
493,Women,Apparel,Topwear,Formal Shirt,White,Summer,2015,Formal,Women Formal Shirt in White
494,Women,Apparel,Bottomwear,Cargo Pants,Beige,Summer,2015,Travel,Women Cargo Pants in Beige
495,Women,Footwear,Footwear,Heels,White,Summer,2015,Party,Women Heels in White
496,Men,Apparel,Topwear,Formal Shirt,Pastel Pink,Summer,2020,Formal,Men Formal Shirt in Pastel Pink
497,Men,Apparel,Bottomwear,Trousers,Olive,Summer,2020,Formal,Men Trousers in Olive
498,Men,Footwear,Footwear,Kolhapuri Sandals,Black,Summer,2020,Ethnic,Men Kolhapuri Sandals in Black
499,Women,Apparel,Topwear,Formal Shirt,White,Summer,2021,Formal,Women Formal Shirt in White
500,Women,Apparel,Bottomwear,Palazzo Pants,Grey,Summer,2021,Ethnic,Women Palazzo Pants in Grey
501,Women,Footwear,Footwear,Running Shoes,Navy Blue,Summer,2021,Travel,Women Running Shoes in Navy Blue
502,Men,Apparel,Topwear,Blouse,Pastel Pink,Summer,2022,Party,Men Blouse in Pastel Pink
503,Men,Apparel,Bottomwear,Cargo Pants,Beige,Summer,2022,Travel,Men Cargo Pants in Beige
504,Men,Footwear,Footwear,Running Shoes,Brown,Summer,2022,Travel,Men Running Shoes in Brown
505,Women,Apparel,Topwear,Kurta,White,Summer,2017,Ethnic,Women Kurta in White
506,Women,Apparel,Bottomwear,Joggers,Grey,Summer,2017,Travel,Women Joggers in Grey
507,Women,Footwear,Footwear,Flip Flops,Grey,Summer,2017,Casual,Women Flip Flops in Grey
508,Men,Apparel,Topwear,Formal Shirt,Pastel Pink,Fall,2018,Formal,Men Formal Shirt in Pastel Pink
509,Men,Apparel,Bottomwear,Skirt,White,Fall,2018,Party,Men Skirt in White
510,Men,Footwear,Footwear,Running Shoes,Grey,Fall,2018,Travel,Men Running Shoes in Grey
511,Men,Apparel,Topwear,Kurta,Sky Blue,Spring,2020,Ethnic,Men Kurta in Sky Blue
512,Men,Apparel,Bottomwear,Jeans,Olive,Spring,2020,Casual,Men Jeans in Olive
513,Men,Footwear,Footwear,Kolhapuri Sandals,Grey,Spring,2020,Ethnic,Men Kolhapuri Sandals in Grey
514,Men,Apparel,Topwear,Denim Jacket,Beige,Summer,2023,Travel,Men Denim Jacket in Beige
515,Men,Apparel,Bottomwear,Joggers,White,Summer,2023,Travel,Men Joggers in White
516,Men,Footwear,Footwear,Kolhapuri Sandals,Grey,Summer,2023,Ethnic,Men Kolhapuri Sandals in Grey
517,Women,Apparel,Topwear,Shirt,Beige,Spring,2021,Formal,Women Shirt in Beige
518,Women,Apparel,Bottomwear,Cargo Pants,Blue,Spring,2021,Travel,Women Cargo Pants in Blue
519,Women,Footwear,Footwear,Kolhapuri Sandals,Navy Blue,Spring,2021,Ethnic,Women Kolhapuri Sandals in Navy Blue
520,Men,Apparel,Topwear,Crop Top,Navy Blue,Summer,2016,Party,Men Crop Top in Navy Blue
521,Men,Apparel,Bottomwear,Cargo Pants,Blue,Summer,2016,Travel,Men Cargo Pants in Blue
522,Men,Footwear,Footwear,Formal Shoes,Black,Summer,2016,Formal,Men Formal Shoes in Black
523,Women,Apparel,Topwear,Crop Top,White,Winter,2023,Party,Women Crop Top in White
